Wahlkreis;Wahlkreis-Bez;Land;Regierungsbezirk;Kreis;Verbandsgemeinde;Gemeinde;Landname;RegBez-Name;Kreisname;GemVerband-Name;Gemeindename;Gemeindeteil;Wahlkreis-von;Wahlkreis-bis;PLZ-GemVerwaltung;PLZ-mehrere
204;Montabaur;7;1;43;5009;238;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Westerburg;Hergenroth;;;;56457;
204;Montabaur;7;1;43;5008;239;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Wallmerod;Herschbach (Oberwesterwald);;;;56414;
204;Montabaur;7;1;43;5002;240;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Heuzert;;;;57627;
204;Montabaur;7;1;43;5002;241;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Höchstenbach;;;;57629;*****
204;Montabaur;7;1;43;5009;242;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Westerburg;Höhn;;;;56462;*****
204;Montabaur;7;1;43;5001;243;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Bad Marienberg (Westerwald);Hof;;;;56472;*****
204;Montabaur;7;1;43;5006;244;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Homberg;;;;56479;*****
204;Montabaur;7;1;43;5006;245;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Hüblingen;;;;56479;*****
204;Montabaur;7;1;43;5006;246;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Irmtraut;;;;56479;*****
204;Montabaur;7;1;43;5009;247;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Westerburg;Kaden;;;;56459;*****
204;Montabaur;7;1;43;5001;248;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Bad Marienberg (Westerwald);Kirburg;;;;57629;*****
204;Montabaur;7;1;43;5009;249;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Westerburg;Kölbingen;;;;56459;*****
204;Montabaur;7;1;43;5002;250;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Kroppach;;;;57612;*****
204;Montabaur;7;1;43;5008;251;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Wallmerod;Kuhnhöfen;;;;56244;*****
204;Montabaur;7;1;43;5002;252;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Kundert;;;;57629;*****
204;Montabaur;7;1;43;5001;253;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Bad Marienberg (Westerwald);Langenbach bei Kirburg;;;;57520;*****
204;Montabaur;7;1;43;5009;254;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Westerburg;Langenhahn;;;;56459;*****
204;Montabaur;7;1;43;5001;255;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Bad Marienberg (Westerwald);Lautzenbrücken;;;;56472;*****
204;Montabaur;7;1;43;5006;256;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Liebenscheid;;;;56479;*****
204;Montabaur;7;1;43;5002;257;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Limbach;;;;57629;*****
204;Montabaur;7;1;43;5002;258;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Linden;;;;57629;*****
204;Montabaur;7;1;43;5002;259;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Lochum;;;;57629;*****
204;Montabaur;7;1;43;5002;260;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Luckenbach;;;;57629;*****
204;Montabaur;7;1;43;5002;261;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Marzhausen;;;;57627;
204;Montabaur;7;1;43;5002;262;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Merkelbach;;;;57629;*****
204;Montabaur;7;1;43;5008;263;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Wallmerod;Meudt;;;;56414;
204;Montabaur;7;1;43;5001;264;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Bad Marienberg (Westerwald);Mörlen;;;;57583;*****
204;Montabaur;7;1;43;5002;265;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Mörsbach;;;;57629;*****
204;Montabaur;7;1;43;5008;266;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Wallmerod;Molsberg;;;;56414;
204;Montabaur;7;1;43;5002;267;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Mudenbach;;;;57614;*****
204;Montabaur;7;1;43;5002;268;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Mündersbach;;;;56271;*****
204;Montabaur;7;1;43;5002;269;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Müschenbach;;;;57629;*****
204;Montabaur;7;1;43;5001;270;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Bad Marienberg (Westerwald);Neunkhausen;;;;57520;*****
204;Montabaur;7;1;43;5006;271;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Neunkirchen;;;;56479;*****
204;Montabaur;7;1;43;5006;272;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Neustadt/Westerwald;;;;56479;*****
204;Montabaur;7;1;43;5008;273;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Wallmerod;Niederahr;;;;56414;
204;Montabaur;7;1;43;5006;274;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Niederroßbach;;;;56477;*****
204;Montabaur;7;1;43;5010;275;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Wirges;Niedersayn;;;;56244;*****
204;Montabaur;7;1;43;5002;276;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Nister;;;;57645;*****
204;Montabaur;7;1;43;5001;277;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Bad Marienberg (Westerwald);Nisterau;;;;56472;*****
204;Montabaur;7;1;43;5006;278;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Nister-Möhrendorf;;;;56477;
204;Montabaur;7;1;43;5001;279;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Bad Marienberg (Westerwald);Nistertal;;;;57647;*****
204;Montabaur;7;1;43;5001;280;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Bad Marienberg (Westerwald);Norken;;;;57629;*****
204;Montabaur;7;1;43;5008;281;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Wallmerod;Oberahr;;;;56414;
204;Montabaur;7;1;43;5006;282;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Oberrod;;;;56479;*****
204;Montabaur;7;1;43;5006;283;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Oberroßbach;;;;56479;*****
204;Montabaur;7;1;43;5009;284;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Westerburg;Pottum;;;;56459;*****
204;Montabaur;7;1;43;5006;285;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Rehe;;;;56479;*****
204;Montabaur;7;1;43;5006;286;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Rennerod, Stadt;;;;56477;
204;Montabaur;7;1;43;5002;287;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Roßbach;;;;56271;*****
204;Montabaur;7;1;43;5009;288;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Westerburg;Rotenhain;;;;56459;*****
204;Montabaur;7;1;43;5009;289;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Westerburg;Rothenbach;;;;56459;*****
204;Montabaur;7;1;43;5008;290;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Wallmerod;Salz;;;;56414;
204;Montabaur;7;1;43;5006;291;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Salzburg;;;;56479;*****
204;Montabaur;7;1;43;5006;292;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Seck;;;;56479;*****
204;Montabaur;7;1;43;5009;293;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Westerburg;Stahlhofen am Wiesensee;;;;56459;*****
204;Montabaur;7;1;43;5002;294;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Steinebach an der Wied;;;;57629;*****
204;Montabaur;7;1;43;5006;295;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Stein-Neukirch;;;;56479;*****
204;Montabaur;7;1;43;5002;296;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Stein-Wingert;;;;57629;*****
204;Montabaur;7;1;43;5001;297;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Bad Marienberg (Westerwald);Stockhausen-Illfurth;;;;56472;*****
204;Montabaur;7;1;43;5009;298;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Westerburg;Stockum-Püschen;;;;56459;*****
204;Montabaur;7;1;43;5002;299;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Streithausen;;;;57627;*****
204;Montabaur;7;1;43;5001;300;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Bad Marienberg (Westerwald);Unnau;;;;57648;*****
204;Montabaur;7;1;43;5002;301;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Wahlrod;;;;57627;*****
204;Montabaur;7;1;43;5006;302;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Waigandshain;;;;56477;
204;Montabaur;7;1;43;5006;303;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Waldmühlen;;;;56479;*****
204;Montabaur;7;1;43;5008;304;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Wallmerod;Wallmerod;;;;56414;
204;Montabaur;7;1;43;5007;305;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Selters (Westerwald);Weidenhahn;;;;56244;*****
204;Montabaur;7;1;43;5002;306;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Welkenbach;;;;57644;*****
204;Montabaur;7;1;43;5009;307;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Westerburg;Weltersburg;;;;56459;*****
204;Montabaur;7;1;43;5009;308;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Westerburg;Westerburg, Stadt;;;;56457;
204;Montabaur;7;1;43;5006;309;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Westernohe;;;;56479;*****
204;Montabaur;7;1;43;5002;310;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Wied;;;;57627;*****
204;Montabaur;7;1;43;5006;311;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Willingen;;;;56479;*****
204;Montabaur;7;1;43;5009;312;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Westerburg;Willmenrod;;;;56459;*****
204;Montabaur;7;1;43;5002;313;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Hachenburg;Winkelbach;;;;57644;*****
204;Montabaur;7;1;43;5009;314;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Westerburg;Winnen;;;;56459;*****
204;Montabaur;7;1;43;5006;315;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Rennerod;Zehnhausen bei Rennerod;;;;56477;
204;Montabaur;7;1;43;5008;316;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Wallmerod;Zehnhausen bei Wallmerod;;;;56414;
204;Montabaur;7;1;43;5008;501;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Wallmerod;Elbingen;;;;56459;*****
204;Montabaur;7;1;43;5008;502;Rheinland-Pfalz;früher: Reg.-Bez. Koblenz;Westerwaldkreis;Verbandsgemeinde Wallmerod;Mähren;;;;56459;*****
205;Mainz;7;3;15;0;0;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz, kreisfreie Stadt;;Mainz, Stadt;;;;55116;*****
205;Mainz;7;3;39;5003;1;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Gau-Algesheim;Appenheim;;;;55437;*****
205;Mainz;7;3;39;5001;3;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Rhein-Nahe;Bacharach, Stadt;;;;55422;*****
205;Mainz;7;3;39;0;5;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;;Bingen am Rhein, Stadt;;;;55411;
205;Mainz;7;3;39;5001;7;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Rhein-Nahe;Breitscheid;;;;55422;*****
205;Mainz;7;3;39;5003;8;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Gau-Algesheim;Bubenheim;;;;55270;*****
205;Mainz;7;3;39;0;9;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;;Budenheim;;;;55257;
205;Mainz;7;3;39;5003;16;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Gau-Algesheim;Engelstadt;;;;55270;*****
205;Mainz;7;3;39;5006;17;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Nieder-Olm;Essenheim;;;;55270;*****
205;Mainz;7;3;39;5003;19;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Gau-Algesheim;Gau-Algesheim, Stadt;;;;55435;
205;Mainz;7;3;39;0;30;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;;Ingelheim am Rhein, Stadt;;;;55218;*****
205;Mainz;7;3;39;5006;31;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Nieder-Olm;Jugenheim in Rheinhessen;;;;55270;*****
205;Mainz;7;3;39;5006;32;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Nieder-Olm;Klein-Winternheim;;;;55270;*****
205;Mainz;7;3;39;5001;36;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Rhein-Nahe;Manubach;;;;55413;*****
205;Mainz;7;3;39;5001;38;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Rhein-Nahe;Münster-Sarmsheim;;;;55424;*****
205;Mainz;7;3;39;5001;40;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Rhein-Nahe;Niederheimbach;;;;55413;*****
205;Mainz;7;3;39;5003;41;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Gau-Algesheim;Nieder-Hilbersheim;;;;55437;*****
205;Mainz;7;3;39;5006;42;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Nieder-Olm;Nieder-Olm, Stadt;;;;55268;
205;Mainz;7;3;39;5001;44;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Rhein-Nahe;Oberdiebach;;;;55413;*****
205;Mainz;7;3;39;5001;45;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Rhein-Nahe;Oberheimbach;;;;55413;*****
205;Mainz;7;3;39;5003;46;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Gau-Algesheim;Ober-Hilbersheim;;;;55437;*****
205;Mainz;7;3;39;5006;47;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Nieder-Olm;Ober-Olm;;;;55270;*****
205;Mainz;7;3;39;5003;48;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Gau-Algesheim;Ockenheim;;;;55437;*****
205;Mainz;7;3;39;5003;51;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Gau-Algesheim;Schwabenheim an der Selz;;;;55270;*****
205;Mainz;7;3;39;5006;54;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Nieder-Olm;Sörgenloch;;;;55270;*****
205;Mainz;7;3;39;5006;57;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Nieder-Olm;Stadecken-Elsheim;;;;55271;*****
205;Mainz;7;3;39;5001;58;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Rhein-Nahe;Trechtingshausen;;;;55413;*****
205;Mainz;7;3;39;5001;62;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Rhein-Nahe;Waldalgesheim;;;;55425;*****
205;Mainz;7;3;39;5001;63;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Rhein-Nahe;Weiler bei Bingen;;;;55413;*****
205;Mainz;7;3;39;5006;67;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Mainz-Bingen;Verbandsgemeinde Nieder-Olm;Zornheim;;;;55270;*****
206;Worms;7;3;19;0;0;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Worms, kreisfreie Stadt;;Worms, Stadt;;;;67547;*****
206;Worms;7;3;31;5001;1;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Alzey-Land;Albig;;;;55234;*****
206;Worms;7;3;31;5002;2;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Eich;Alsheim;;;;67577;*****
206;Worms;7;3;31;0;3;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;;Alzey, Stadt;;;;55232;
206;Worms;7;3;31;5006;4;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Wörrstadt;Armsheim;;;;55288;*****
206;Worms;7;3;31;5001;5;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Alzey-Land;Bechenheim;;;;55234;*****
206;Worms;7;3;31;5007;6;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Wonnegau;Bechtheim;;;;67595;*****
206;Worms;7;3;31;5001;7;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Alzey-Land;Bechtolsheim;;;;55234;*****
206;Worms;7;3;31;5001;8;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Alzey-Land;Bermersheim vor der Höhe;;;;55234;*****
206;Worms;7;3;31;5007;9;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Wonnegau;Bermersheim;;;;67593;*****
206;Worms;7;3;31;5001;10;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Alzey-Land;Biebelnheim;;;;55234;*****
206;Worms;7;3;31;5007;11;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Wonnegau;Hochborn;;;;55234;*****
206;Worms;7;3;31;5001;12;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Alzey-Land;Bornheim;;;;55237;*****
206;Worms;7;3;31;5001;14;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Alzey-Land;Dintesheim;;;;55234;*****
206;Worms;7;3;31;5007;15;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Wonnegau;Dittelsheim-Heßloch;;;;67596;*****
206;Worms;7;3;31;5005;17;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Wöllstein;Eckelsheim;;;;55599;*****
206;Worms;7;3;31;5002;18;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Eich;Eich;;;;67575;
206;Worms;7;3;31;5006;19;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Wörrstadt;Ensheim;;;;55232;*****
206;Worms;7;3;31;5001;20;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Alzey-Land;Eppelsheim;;;;55234;*****
206;Worms;7;3;31;5001;21;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Alzey-Land;Erbes-Büdesheim;;;;55234;*****
206;Worms;7;3;31;5001;22;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Alzey-Land;Esselborn;;;;55234;*****
206;Worms;7;3;31;5003;23;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Monsheim;Flörsheim-Dalsheim;;;;67592;*****
206;Worms;7;3;31;5001;24;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Alzey-Land;Flomborn;;;;55234;*****
206;Worms;7;3;31;5001;25;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Alzey-Land;Flonheim;;;;55237;*****
206;Worms;7;3;31;5001;26;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Alzey-Land;Framersheim;;;;55234;*****
206;Worms;7;3;31;5001;27;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Alzey-Land;Freimersheim;;;;55234;*****
206;Worms;7;3;31;5007;28;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Wonnegau;Frettenheim;;;;67596;*****
206;Worms;7;3;31;5006;29;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Wörrstadt;Gabsheim;;;;55288;*****
206;Worms;7;3;31;5005;30;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Wöllstein;Gau-Bickelheim;;;;55599;*****
206;Worms;7;3;31;5001;31;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Alzey-Land;Gau-Heppenheim;;;;55234;*****
206;Worms;7;3;31;5001;32;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Alzey-Land;Gau-Odernheim;;;;55239;*****
206;Worms;7;3;31;5006;33;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Wörrstadt;Gau-Weinheim;;;;55578;*****
206;Worms;7;3;31;5002;34;Rheinland-Pfalz;früher: Reg.-Bez. Rheinhessen-Pfalz;Alzey-Worms;Verbandsgemeinde Eich;Gimbsheim;;;;67578;*****
